WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus,,,
04:bd:88:a2:15:60,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:17,1,-94,32.09271524,34.84954512,39,13.65299988,WIFI
04:bd:88:a2:17:e1,Migdal_Guests,[ESS],28/10/2017 20:17,1,-79,32.09271524,34.84954512,39,13.65299988,WIFI
04:bd:88:a2:15:60,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:17,1,-85,32.09269956,34.84933016,40,13.65299988,WIFI
04:bd:88:a2:13:f0,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:17,58,-90,32.09269956,34.84933016,40,13.65299988,WIFI
04:bd:88:a2:15:61,Migdal_Guests,[ESS],28/10/2017 20:17,1,-82,32.09269956,34.84933016,40,13.65299988,WIFI
04:bd:88:a2:13:f1,Migdal_Guests,[ESS],28/10/2017 20:17,58,-90,32.09269956,34.84933016,40,13.65299988,WIFI
88:dc:96:38:3e:5e,,[ESS],28/10/2017 20:17,2,-87,32.09269956,34.84933016,40,13.65299988,WIFI
04:bd:88:a2:13:e1,Migdal_Guests,[ESS],28/10/2017 20:17,1,-91,32.09273005,34.84871887,39,13.65299988,WIFI
42501_10192_1251823,Partner,HSDPA;il,28/10/2017 20:17,0,-63,32.09273005,34.84871887,39,13.65299988,GSM
04:bd:88:a2:17:e0,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:17,1,-80,32.09274636,34.84830893,41,13.65299988,WIFI
04:bd:88:a2:15:60,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:17,1,-85,32.09274636,34.84830893,41,13.65299988,WIFI
04:bd:88:a2:17:e1,Migdal_Guests,[ESS],28/10/2017 20:17,1,-79,32.09274636,34.84830893,41,13.65299988,WIFI
04:bd:88:a2:13:f0,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:17,58,-90,32.09274636,34.84830893,41,13.65299988,WIFI
04:bd:88:a2:15:61,Migdal_Guests,[ESS],28/10/2017 20:17,1,-82,32.09274636,34.84830893,41,13.65299988,WIFI
04:bd:88:a2:13:f1,Migdal_Guests,[ESS],28/10/2017 20:17,58,-90,32.09274636,34.84830893,41,13.65299988,WIFI
88:dc:96:38:3e:5e,,[ESS],28/10/2017 20:17,2,-87,32.09274636,34.84830893,41,13.65299988,WIFI
42501_10192_1246653,Partner,HSDPA;il,28/10/2017 20:17,0,-63,32.09274636,34.84830893,41,13.65299988,GSM
f4:f2:6d:b1:4f:12,kremer - efal,[WPA2-PSK-CCMP][ESS],28/10/2017 20:18,1,-89,32.09264292,34.84763428,40,13.65299988,WIFI
04:bd:88:a2:15:60,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:18,1,-85,32.09258733,34.84720259,41,13.65299988,WIFI
04:bd:88:a2:13:f0,Migdal_WiFi,[WPA2-PSK-CCMP][ESS],28/10/2017 20:18,58,-90,32.09258733,34.84720259,41,13.65299988,WIFI
04:bd:88:a2:15:61,Migdal_Guests,[ESS],28/10/2017 20:18,1,-82,32.09258733,34.84720259,41,13.65299988,WIFI
04:bd:88:a2:13:f1,Migdal_Guests,[ESS],28/10/2017 20:18,58,-90,32.09258733,34.84720259,41,13.65299988,WIFI
88:dc:96:38:3e:5e,,[ESS],28/10/2017 20:18,2,-87,32.09258733,34.84720259,41,13.65299988,WIFI
42501_10192_1246653,Partner,HSDPA;il,28/10/2017 20:18,0,-65,32.09258733,34.84720259,41,13.65299988,GSM
42501_10192_1251823,Partner,HSDPA;il,28/10/2017 20:18,0,-65,32.0926021,34.84694153,44,15.17000008,GSM
42501_10192_1251815,Partner,HSDPA;il,28/10/2017 20:18,0,-71,32.09283991,34.84665659,43,13.65299988,GSM
f4:f2:6d:b1:4f:12,kremer - efal,[WPA2-PSK-CCMP][ESS],28/10/2017 20:18,1,-89,32.09293776,34.84654544,44,15.17000008,WIFI
42501_10192_1251815,Partner,HSDPA;il,28/10/2017 20:18,0,-65,32.09347206,34.84611852,42,15.17000008,GSM
42501_10192_1251822,Partner,HSDPA;il,28/10/2017 20:18,0,-65,32.09404695,34.84606537,43,13.65299988,GSM
42501_10192_1251822,Partner,HSDPA;il,28/10/2017 20:18,0,-65,32.09515601,34.84611494,43,15.17000008,GSM
88:dc:96:17:c0:de,,[ESS],28/10/2017 20:18,2,-84,32.09605849,34.84629387,42,13.65299988,WIFI
42501_10192_1247713,Partner,HSDPA;il,28/10/2017 20:18,0,-71,32.09605849,34.84629387,42,13.65299988,GSM
88:dc:96:17:c0:de,,[ESS],28/10/2017 20:18,2,-84,32.0975339,34.84676526,38,13.65299988,WIFI
42501_10192_1247713,Partner,HSDPA;il,28/10/2017 20:18,0,-69,32.0975339,34.84676526,38,13.65299988,GSM
42501_10192_1247713,Partner,HSDPA;il,28/10/2017 20:18,0,-61,32.09789414,34.84689372,38,13.65299988,GSM
88:dc:96:17:c0:de,,[ESS],28/10/2017 20:18,2,-88,32.09864922,34.84717821,38,13.65299988,WIFI
42501_10192_1247713,Partner,HSDPA;il,28/10/2017 20:18,0,-51,32.09923009,34.84740534,37,13.65299988,GSM
88:dc:96:17:c0:de,,[ESS],28/10/2017 20:18,2,-88,32.09980809,34.84762607,35,13.65299988,WIFI
42501_10192_1247713,Partner,HSDPA;il,28/10/2017 20:19,0,-61,32.10056465,34.84785357,35,15.17000008,GSM
88:dc:96:17:c0:de,,[ESS],28/10/2017 20:19,2,-79,32.10075029,34.84790349,35,15.17000008,WIFI
42501_10192_2147483647,Partner,UNKNOWN;il,28/10/2017 20:19,0,-61,32.10094455,34.84798531,35,15.17000008,GSM
42501_10192_1247712,Partner,HSDPA;il,28/10/2017 20:19,0,-61,32.10154808,34.84816789,35,13.65299988,GSM
88:dc:96:17:c0:de,,[ESS],28/10/2017 20:19,2,-79,32.10212717,34.84830214,36,13.65299988,WIFI
00:50:f1:00:4a:10,ire_onboarding,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:19,1,-92,32.10293781,34.84848176,39,13.65299988,WIFI
42501_10192_1247712,Partner,HSDPA;il,28/10/2017 20:19,0,-57,32.10293781,34.84848176,39,13.65299988,GSM
88:dc:96:17:c0:de,,[ESS],28/10/2017 20:19,2,-79,32.10334671,34.84855947,39,4.550999641,WIFI
10:bd:18:a6:43:12,Guest,[ESS],28/10/2017 20:19,1,-91,32.10375293,34.84864987,39,4.550999641,WIFI
00:50:f1:00:4a:10,ire_onboarding,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:19,1,-92,32.1039678,34.84870881,39,4.550999641,WIFI
42501_10192_1247712,Partner,HSDPA;il,28/10/2017 20:19,0,-67,32.1039678,34.84870881,39,4.550999641,GSM
88:dc:96:17:c0:de,,[ESS],28/10/2017 20:19,2,-79,32.10458393,34.84885717,39,4.550999641,WIFI
00:50:f1:00:4a:10,ire_onboarding,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:19,1,-92,32.10539449,34.849035,38,4.550999641,WIFI
10:bd:18:a6:43:12,Guest,[ESS],28/10/2017 20:19,1,-91,32.10539449,34.849035,38,4.550999641,WIFI
94:fe:22:46:67:14,HUAWEI-6714,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:19,6,-92,32.10539449,34.849035,38,4.550999641,WIFI
42501_10192_1247712,Partner,HSDPA;il,28/10/2017 20:19,0,-71,32.10539449,34.849035,38,4.550999641,GSM
88:dc:96:17:c0:de,,[ESS],28/10/2017 20:19,2,-79,32.10580833,34.84912803,36,4.550999641,WIFI
00:50:f1:00:4a:10,ire_onboarding,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:19,1,-92,32.10643842,34.84927923,35,4.550999641,WIFI
10:bd:18:a6:43:12,Guest,[ESS],28/10/2017 20:19,1,-91,32.10643842,34.84927923,35,4.550999641,WIFI
94:fe:22:46:67:14,HUAWEI-6714,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:19,6,-92,32.10643842,34.84927923,35,4.550999641,WIFI
42501_10192_1247712,Partner,HSDPA;il,28/10/2017 20:19,0,-75,32.10643842,34.84927923,35,4.550999641,GSM
94:fe:22:46:67:14,HUAWEI-6714,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:19,6,-92,32.10790908,34.84961704,33,6.06799984,WIFI
00:0c:42:51:bb:b8,Egged.co.il,[ESS],28/10/2017 20:19,1,-80,32.10790908,34.84961704,33,6.06799984,WIFI
42501_10192_2147483647,Partner,UNKNOWN;il,28/10/2017 20:19,0,-79,32.10790908,34.84961704,33,6.06799984,GSM
42501_10192_2147483647,Partner,UNKNOWN;il,28/10/2017 20:19,0,-65,32.10831478,34.84970233,33,4.550999641,GSM
94:fe:22:46:67:14,HUAWEI-6714,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:19,6,-92,32.1089385,34.84984409,32,4.550999641,WIFI
00:0c:42:51:bb:b8,Egged.co.il,[ESS],28/10/2017 20:19,1,-80,32.1089385,34.84984409,32,4.550999641,WIFI
42501_10192_2147483647,Partner,UNKNOWN;il,28/10/2017 20:19,0,-63,32.10956268,34.84998264,33,4.550999641,GSM
94:fe:22:46:67:14,HUAWEI-6714,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:19,6,-92,32.10998101,34.85007455,33,4.550999641,WIFI
00:0c:42:51:bb:b8,Egged.co.il,[ESS],28/10/2017 20:19,1,-80,32.10998101,34.85007455,33,4.550999641,WIFI
42501_10192_1276263,Partner,HSDPA;il,28/10/2017 20:19,0,-63,32.10998101,34.85007455,33,4.550999641,GSM
00:0c:42:51:bb:b8,Egged.co.il,[ESS],28/10/2017 20:19,1,-80,32.11143569,34.85041614,31,4.550999641,WIFI
42501_10192_1276263,Partner,HSDPA;il,28/10/2017 20:19,0,-69,32.11143569,34.85041614,31,4.550999641,GSM
42501_10192_1276262,Partner,HSDPA;il,28/10/2017 20:19,0,-73,32.11205276,34.85055736,31,4.550999641,GSM
00:0c:42:51:bb:b8,Egged.co.il,[ESS],28/10/2017 20:20,1,-80,32.11285503,34.85073332,32,4.550999641,WIFI
42501_10192_1276262,Partner,HSDPA;il,28/10/2017 20:20,0,-71,32.11323898,34.85081072,31,4.550999641,GSM
42501_10192_1276262,Partner,HSDPA;il,28/10/2017 20:20,0,-67,32.11442283,34.85109724,31,4.550999641,GSM
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:20,0,-69,32.11553359,34.85134123,33,6.06799984,GSM
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:20,0,-65,32.11655261,34.85160787,31,7.585000038,GSM
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:20,0,-65,32.11766611,34.85185811,34,9.101999283,GSM
6c:fd:b9:68:52:50,Egged.co.il,[ESS],28/10/2017 20:20,1,-90,32.11849344,34.85207838,34,9.101999283,WIFI
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:20,0,-57,32.11863333,34.85212649,34,7.585000038,GSM
58:70:c6:f5:81:fb,YICarCam_f581fb,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:20,6,-73,32.11922415,34.85236598,35,7.585000038,WIFI
6c:fd:b9:68:52:50,Egged.co.il,[ESS],28/10/2017 20:20,1,-90,32.11953343,34.85251481,33,7.585000038,WIFI
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:20,0,-57,32.11995251,34.85270446,35,10.61899948,GSM
58:70:c6:f5:81:fb,YICarCam_f581fb,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:20,6,-73,32.12036765,34.85291092,36,9.101999283,WIFI
6c:fd:b9:68:52:50,Egged.co.il,[ESS],28/10/2017 20:20,1,-90,32.12065634,34.85307469,34,7.585000038,WIFI
44:2c:05:d2:f4:32,vYou_DDPai_M6Plus,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:20,1,-93,32.12065634,34.85307469,34,7.585000038,WIFI
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:20,0,-51,32.12114107,34.85336222,35,7.585000038,GSM
58:70:c6:f5:81:fb,YICarCam_f581fb,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:20,6,-73,32.12146687,34.85358761,35,13.65299988,WIFI
44:2c:05:d2:f4:32,vYou_DDPai_M6Plus,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:20,1,-90,32.12170635,34.85375172,38,19.72099876,WIFI
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:21,0,-51,32.12235271,34.85422459,37,16.68700027,GSM
58:70:c6:f5:81:fb,YICarCam_f581fb,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:21,6,-73,32.12257728,34.85440457,37,16.68700027,WIFI
44:2c:05:d2:f4:32,vYou_DDPai_M6Plus,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:21,1,-90,32.12296111,34.85470493,41,15.17000008,WIFI
10:b1:f8:d9:3e:a5,HUAWEI-3EA5,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:21,3,-80,32.12383654,34.8556201,42,13.65299988,WIFI
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:21,0,-57,32.12383654,34.8556201,42,13.65299988,GSM
10:b1:f8:d9:3e:a5,HUAWEI-3EA5,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:21,3,-80,32.12474567,34.85670544,38,18.20399857,WIFI
42501_10131_852857,Partner,HSDPA;il,28/10/2017 20:21,0,-69,32.12474567,34.85670544,38,18.20399857,GSM
42501_10131_852857,Partner,HSDPA;il,28/10/2017 20:21,0,-61,32.12502051,34.85708968,41,13.65299988,GSM
10:b1:f8:d9:37:a5,HUAWEI-37A5,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:21,3,-73,32.12447777,34.85657339,52,13.65299988,WIFI
88:dc:96:59:79:04,,[ESS],28/10/2017 20:21,40,-89,32.12447777,34.85657339,52,13.65299988,WIFI
10:b1:f8:d9:37:a5,HUAWEI-37A5,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:21,3,-73,32.12498981,34.85526675,55,13.65299988,WIFI
88:dc:96:59:79:04,,[ESS],28/10/2017 20:21,40,-89,32.12498981,34.85526675,55,13.65299988,WIFI
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:21,0,-69,32.12498981,34.85526675,55,13.65299988,GSM
10:b1:f8:d9:37:a5,HUAWEI-37A5,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:22,3,-73,32.12547759,34.85425377,54,15.17000008,WIFI
88:dc:96:59:79:04,,[ESS],28/10/2017 20:22,40,-89,32.12547759,34.85425377,54,15.17000008,WIFI
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:22,0,-69,32.12547759,34.85425377,54,15.17000008,GSM
10:b1:f8:d9:37:a5,HUAWEI-37A5,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:22,3,-73,32.12590306,34.85314778,55,13.65299988,WIFI
88:dc:96:59:79:04,,[ESS],28/10/2017 20:22,40,-89,32.12590306,34.85314778,55,13.65299988,WIFI
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:22,0,-63,32.12590306,34.85314778,55,13.65299988,GSM
10:b1:f8:d9:37:a5,HUAWEI-37A5,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:22,3,-73,32.12640266,34.85205615,54,15.17000008,WIFI
88:dc:96:59:79:04,,[ESS],28/10/2017 20:22,40,-89,32.12640266,34.85205615,54,15.17000008,WIFI
42501_10131_855317,Partner,HSDPA;il,28/10/2017 20:22,0,-69,32.12640266,34.85205615,54,15.17000008,GSM
42501_10131_855308,Partner,HSDPA;il,28/10/2017 20:22,0,-69,32.12688384,34.85095731,56,16.68700027,GSM
42501_10131_855315,Partner,HSDPA;il,28/10/2017 20:22,0,-69,32.12711489,34.85032376,55,15.17000008,GSM
42501_10131_917453,Partner,HSDPA;il,28/10/2017 20:22,0,-69,32.12737562,34.84968974,56,13.65299988,GSM
42501_10131_917453,Partner,HSDPA;il,28/10/2017 20:22,0,-77,32.1278058,34.84850555,59,13.65299988,GSM
42501_10131_917453,Partner,HSDPA;il,28/10/2017 20:22,0,-77,32.12830343,34.84740031,64,13.65299988,GSM
42501_10131_917453,Partner,HSDPA;il,28/10/2017 20:22,0,-77,32.12880838,34.84603344,69,15.17000008,GSM
42501_10131_917453,Partner,HSDPA;il,28/10/2017 20:23,0,-71,32.1293468,34.84476309,74,13.65299988,GSM
42501_10131_917453,Partner,HSDPA;il,28/10/2017 20:23,0,-71,32.13008297,34.84304361,77,13.65299988,GSM
42501_10131_917453,Partner,HSDPA;il,28/10/2017 20:23,0,-69,32.13058008,34.84195764,77,15.17000008,GSM
42501_10131_917453,Partner,HSDPA;il,28/10/2017 20:23,0,-63,32.13091051,34.84104361,80,13.65299988,GSM
08:97:58:33:32:fe,NIPPON_6002,[WPA-PSK-CCMP][WPS][ESS],28/10/2017 20:23,1,-92,32.13119855,34.84027992,74,13.65299988,WIFI
42501_10131_917455,Partner,HSDPA;il,28/10/2017 20:23,0,-83,32.13119855,34.84027992,74,13.65299988,GSM
08:97:58:33:32:fe,NIPPON_6002,[WPA-PSK-CCMP][WPS][ESS],28/10/2017 20:23,1,-92,32.1318137,34.83868554,80,13.65299988,WIFI
42501_10131_917455,Partner,HSDPA;il,28/10/2017 20:23,0,-69,32.1318137,34.83868554,80,13.65299988,GSM
08:97:58:33:32:fe,NIPPON_6002,[WPA-PSK-CCMP][WPS][ESS],28/10/2017 20:23,1,-92,32.13221624,34.83762145,77,13.65299988,WIFI
42501_10131_917455,Partner,HSDPA;il,28/10/2017 20:23,0,-73,32.13221624,34.83762145,77,13.65299988,GSM
08:97:58:33:32:fe,NIPPON_6002,[WPA-PSK-CCMP][WPS][ESS],28/10/2017 20:23,1,-92,32.13271899,34.83653431,81,13.65299988,WIFI
58:70:c6:f7:c3:fd,DansCarCam,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:23,5,-78,32.13271899,34.83653431,81,13.65299988,WIFI
42501_10131_917455,Partner,HSDPA;il,28/10/2017 20:23,0,-75,32.13271899,34.83653431,81,13.65299988,GSM
58:70:c6:f7:c3:fd,DansCarCam,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:23,5,-78,32.13362637,34.83505095,77,16.68700027,WIFI
42501_10131_2147483647,Partner,UNKNOWN;il,28/10/2017 20:23,0,-71,32.13362637,34.83505095,77,16.68700027,GSM
58:70:c6:f7:c3:fd,DansCarCam,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:24,5,-78,32.13448402,34.83349287,72,15.17000008,WIFI
58:70:c6:00:c2:34,YICarCam_00c234,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:24,6,-84,32.13448402,34.83349287,72,15.17000008,WIFI
42501_10131_852733,Partner,HSDPA;il,28/10/2017 20:24,0,-73,32.13448402,34.83349287,72,15.17000008,GSM
58:70:c6:f7:c3:fd,DansCarCam,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:24,5,-78,32.13556967,34.83184749,67,15.17000008,WIFI
58:70:c6:00:c2:34,YICarCam_00c234,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:24,6,-84,32.13556967,34.83184749,67,15.17000008,WIFI
42501_10131_852728,Partner,HSDPA;il,28/10/2017 20:24,0,-75,32.13556967,34.83184749,67,15.17000008,GSM
58:70:c6:00:c2:34,YICarCam_00c234,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:24,6,-84,32.1362062,34.83057202,64,13.65299988,WIFI
42501_10131_852728,Partner,HSDPA;il,28/10/2017 20:24,0,-71,32.1362062,34.83057202,64,13.65299988,GSM
58:70:c6:00:c2:34,YICarCam_00c234,[WPA2-PSK-CCMP][WPS][ESS],28/10/2017 20:24,6,-84,32.13669509,34.82926142,59,13.65299988,WIFI
42501_10131_852728,Partner,HSDPA;il,28/10/2017 20:24,0,-69,32.13669509,34.82926142,59,13.65299988,GSM
42501_10131_852728,Partner,HSDPA;il,28/10/2017 20:24,0,-79,32.13711402,34.82787581,61,15.17000008,GSM
42501_10131_852728,Partner,HSDPA;il,28/10/2017 20:24,0,-89,32.13740413,34.82646979,60,15.17000008,GSM
dc:9f:db:5a:d4:ed,Ksolomon Outdoor,[WPA2-PSK-TKIP][ESS],28/10/2017 20:24,3,-92,32.13758243,34.82551615,60,15.17000008,WIFI
42501_10131_2147483647,Partner,UNKNOWN;il,28/10/2017 20:24,0,-65,32.13758243,34.82551615,60,15.17000008,GSM
dc:9f:db:5a:d4:ed,Ksolomon Outdoor,[WPA2-PSK-TKIP][ESS],28/10/2017 20:24,3,-92,32.13783029,34.82435787,54,13.65299988,WIFI
42501_10131_2147483647,Partner,UNKNOWN;il,28/10/2017 20:24,0,-69,32.13783029,34.82435787,54,13.65299988,GSM
42501_10131_891006,Partner,HSDPA;il,28/10/2017 20:24,0,-63,32.1379915,34.82367804,58,15.17000008,GSM
dc:9f:db:5a:d4:ed,Ksolomon Outdoor,[WPA2-PSK-TKIP][ESS],28/10/2017 20:24,3,-92,32.13808182,34.82323537,59,15.17000008,WIFI
42501_10131_891006,Partner,HSDPA;il,28/10/2017 20:24,0,-57,32.13814067,34.82284187,60,15.17000008,GSM
dc:9f:db:5a:d4:ed,Ksolomon Outdoor,[WPA2-PSK-TKIP][ESS],28/10/2017 20:24,3,-92,32.13833157,34.82174473,60,13.65299988,WIFI
42501_10131_891006,Partner,HSDPA;il,28/10/2017 20:24,0,-57,32.13833157,34.82174473,60,13.65299988,GSM
42501_10131_891006,Partner,HSDPA;il,28/10/2017 20:25,0,-51,32.13845419,34.82106223,60,13.65299988,GSM
dc:9f:db:5a:d4:ed,Ksolomon Outdoor,[WPA2-PSK-TKIP][ESS],28/10/2017 20:25,3,-92,32.13864484,34.82012297,56,13.65299988,WIFI
42501_10131_891006,Partner,HSDPA;il,28/10/2017 20:25,0,-57,32.1387161,34.81963455,56,13.65299988,GSM
dc:9f:db:5a:d4:ed,Ksolomon Outdoor,[WPA2-PSK-TKIP][ESS],28/10/2017 20:25,3,-92,32.13881159,34.81892292,57,18.20399857,WIFI
42501_10131_891004,Partner,HSDPA;il,28/10/2017 20:25,0,-71,32.13881159,34.81892292,57,18.20399857,GSM
42501_10131_891004,Partner,HSDPA;il,28/10/2017 20:25,0,-61,32.13877826,34.8180936,57,16.68700027,GSM
42501_10131_891004,Partner,HSDPA;il,28/10/2017 20:25,0,-65,32.13885359,34.8168643,52,16.68700027,GSM
42501_10131_891004,Partner,HSDPA;il,28/10/2017 20:25,0,-75,32.13874534,34.81554974,54,15.17000008,GSM
42501_10131_891004,Partner,HSDPA;il,28/10/2017 20:25,0,-77,32.13874247,34.81432722,52,13.65299988,GSM
42501_10131_853053,Partner,HSDPA;il,28/10/2017 20:25,0,-81,32.13888958,34.81333853,51,13.65299988,GSM
42501_10131_853053,Partner,HSDPA;il,28/10/2017 20:25,0,-79,32.13910179,34.81224906,48,13.65299988,GSM
42501_10131_853053,Partner,HSDPA;il,28/10/2017 20:25,0,-73,32.13938723,34.81129882,49,13.65299988,GSM
42501_10131_853053,Partner,HSDPA;il,28/10/2017 20:25,0,-67,32.13967611,34.81086067,49,13.65299988,GSM
42501_10131_853053,Partner,HSDPA;il,28/10/2017 20:25,0,-65,32.14108617,34.81038204,46,13.65299988,GSM
42501_10131_853056,Partner,HSDPA;il,28/10/2017 20:26,0,-69,32.1416438,34.81036877,47,13.65299988,GSM
42501_10131_853056,Partner,HSDPA;il,28/10/2017 20:26,0,-73,32.14284875,34.81042947,45,6.06799984,GSM
42501_10131_853056,Partner,HSDPA;il,28/10/2017 20:26,0,-77,32.1440377,34.81065131,44,9.101999283,GSM
42501_10131_853056,Partner,HSDPA;il,28/10/2017 20:26,0,-77,32.14514628,34.81095058,45,12.13599968,GSM
42501_10131_853053,Partner,HSDPA;il,28/10/2017 20:26,0,-79,32.14633696,34.81141431,43,12.13599968,GSM
42501_10131_887513,Partner,HSDPA;il,28/10/2017 20:26,0,-77,32.1471909,34.811688,44,9.101999283,GSM
42501_10131_887513,Partner,HSDPA;il,28/10/2017 20:26,0,-79,32.14825201,34.81208284,44,6.06799984,GSM
42501_10131_887513,Partner,HSDPA;il,28/10/2017 20:26,0,-71,32.14890879,34.81232499,45,6.06799984,GSM
42501_10131_887513,Partner,HSDPA;il,28/10/2017 20:26,0,-67,32.15014964,34.81274392,50,7.585000038,GSM
42501_10131_887513,Partner,HSDPA;il,28/10/2017 20:26,0,-63,32.15138138,34.81322129,51,6.06799984,GSM
42501_10131_887513,Partner,HSDPA;il,28/10/2017 20:26,0,-63,32.1526478,34.81370119,51,7.585000038,GSM
42501_10131_887514,Partner,HSDPA;il,28/10/2017 20:27,0,-65,32.1539384,34.81417935,50,7.585000038,GSM
42501_10131_887514,Partner,HSDPA;il,28/10/2017 20:27,0,-69,32.15527415,34.81466423,50,9.101999283,GSM
42501_10131_887514,Partner,HSDPA;il,28/10/2017 20:27,0,-69,32.1566045,34.81524137,50,6.06799984,GSM
42501_10131_887514,Partner,HSDPA;il,28/10/2017 20:27,0,-73,32.15785731,34.81575136,50,6.06799984,GSM
42501_10131_887514,Partner,HSDPA;il,28/10/2017 20:27,0,-85,32.15893539,34.81614244,51,7.585000038,GSM
42501_10131_887514,Partner,HSDPA;il,28/10/2017 20:27,0,-89,32.16000561,34.81656678,52,6.06799984,GSM
42501_10131_882994,Partner,HSDPA;il,28/10/2017 20:27,0,-89,32.16050468,34.81677874,53,7.585000038,GSM
42501_10131_882994,Partner,HSDPA;il,28/10/2017 20:27,0,-89,32.16158685,34.81716361,54,16.68700027,GSM
42501_10131_888980,Partner,HSDPA;il,28/10/2017 20:27,0,-89,32.1618493,34.81730426,52,15.17000008,GSM
42501_10131_888980,Partner,HSDPA;il,28/10/2017 20:27,0,-83,32.16217455,34.81752706,53,18.20399857,GSM
42501_10131_888980,Partner,HSDPA;il,28/10/2017 20:27,0,-75,32.16136656,34.81839177,53,15.17000008,GSM
42501_10131_888980,Partner,HSDPA;il,28/10/2017 20:28,0,-69,32.16123294,34.81820126,55,15.17000008,GSM
42501_10131_888980,Partner,HSDPA;il,28/10/2017 20:28,0,-77,32.16084519,34.81699317,60,15.17000008,GSM
42501_10131_882990,Partner,HSDPA;il,28/10/2017 20:28,0,-81,32.16074225,34.81643212,61,15.17000008,GSM
42501_10131_882990,Partner,HSDPA;il,28/10/2017 20:28,0,-79,32.16061184,34.8153191,59,16.68700027,GSM
42501_10131_888980,Partner,HSDPA;il,28/10/2017 20:28,0,-83,32.16054205,34.81483091,59,15.17000008,GSM
3a:65:90:02:b7:a8,iPhone,[WPA2-PSK-CCMP][ESS],28/10/2017 20:28,1,-90,32.16039201,34.81346205,49,13.65299988,WIFI
00:1d:0f:ea:83:59,hy-pack,[WPA-PSK-CCMP+TKIP][ESS],28/10/2017 20:28,6,-87,32.16039201,34.81346205,49,13.65299988,WIFI
42501_10131_882990,Partner,HSDPA;il,28/10/2017 20:28,0,-91,32.16039201,34.81346205,49,13.65299988,GSM
42501_10131_861579,Partner,HSDPA;il,28/10/2017 20:28,0,-99,32.16036566,34.81328465,48,13.65299988,GSM
42501_10131_861579,Partner,HSDPA;il,28/10/2017 20:28,0,-93,32.16034521,34.81278234,48,16.68700027,GSM
3a:65:90:02:b7:a8,iPhone,[WPA2-PSK-CCMP][ESS],28/10/2017 20:28,1,-90,32.16033443,34.81241069,46,15.17000008,WIFI
